               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  60,            0.033717,           0.0098979,                   0,             0.92654,             0.83225,             0.89364,             0.45289,            0.034836,           0.0079275,                   0,           0.0090265,           0.0090265,           0.0090265
                  61,            0.033282,           0.0095836,                   0,             0.91262,              0.8282,             0.89052,             0.45959,            0.035113,           0.0081511,                   0,             0.00901,             0.00901,             0.00901
                  62,            0.032533,           0.0098082,                   0,             0.91896,             0.84279,             0.89463,             0.46294,            0.034249,           0.0078656,                   0,           0.0089935,           0.0089935,           0.0089935
                  63,            0.032764,           0.0098515,                   0,             0.90947,              0.7978,             0.86627,             0.43526,            0.036068,            0.008759,                   0,            0.008977,            0.008977,            0.008977
                  64,            0.032636,           0.0095946,                   0,             0.92456,             0.84765,             0.89862,             0.47302,            0.034448,           0.0077898,                   0,           0.0089605,           0.0089605,           0.0089605
                  65,            0.031958,           0.0095017,                   0,             0.93001,             0.83468,             0.88992,              0.4561,            0.034913,           0.0079303,                   0,            0.008944,            0.008944,            0.008944
                  66,            0.033003,           0.0091651,                   0,             0.92664,             0.83861,             0.88856,             0.47147,            0.034192,           0.0078768,                   0,           0.0089275,           0.0089275,           0.0089275
                  67,            0.033073,            0.009625,                   0,             0.93285,             0.84684,             0.89651,             0.46898,            0.034347,           0.0079282,                   0,            0.008911,            0.008911,            0.008911
                  68,            0.033137,           0.0093679,                   0,             0.93108,             0.82113,              0.8949,              0.4601,            0.035267,           0.0079042,                   0,           0.0088945,           0.0088945,           0.0088945
                  69,            0.031724,           0.0095835,                   0,             0.93665,             0.83063,              0.8872,             0.44816,            0.035651,            0.007931,                   0,            0.008878,            0.008878,            0.008878
                  70,            0.032521,           0.0092256,                   0,             0.91993,             0.83798,             0.89014,             0.45108,            0.034203,           0.0078699,                   0,           0.0088615,           0.0088615,           0.0088615
                  71,            0.032639,           0.0094538,                   0,              0.9222,             0.83637,             0.89098,             0.45408,            0.034589,           0.0080393,                   0,            0.008845,            0.008845,            0.008845
                  72,            0.032429,           0.0094553,                   0,             0.92614,             0.83306,             0.89024,             0.45144,             0.03502,           0.0078616,                   0,           0.0088285,           0.0088285,           0.0088285
                  73,            0.032202,             0.00959,                   0,              0.9369,             0.84279,             0.90023,             0.47276,             0.03416,           0.0077833,                   0,            0.008812,            0.008812,            0.008812
                  74,            0.031025,           0.0093787,                   0,             0.93689,             0.84215,             0.90488,             0.47337,            0.034045,            0.007869,                   0,           0.0087955,           0.0087955,           0.0087955
                  75,             0.03222,           0.0094368,                   0,             0.91923,             0.84765,             0.89824,              0.4647,            0.033984,            0.007776,                   0,            0.008779,            0.008779,            0.008779
                  76,            0.032164,           0.0093543,                   0,             0.92538,              0.8442,             0.89662,             0.46136,            0.033769,           0.0079222,                   0,           0.0087625,           0.0087625,           0.0087625
                  77,            0.031305,           0.0092394,                   0,             0.93566,             0.83675,             0.89362,             0.46586,            0.033188,           0.0078387,                   0,            0.008746,            0.008746,            0.008746
                  78,            0.032118,           0.0090675,                   0,             0.93568,             0.83874,             0.89474,              0.4565,            0.034308,           0.0079989,                   0,           0.0087295,           0.0087295,           0.0087295
                  79,             0.03161,           0.0093694,                   0,             0.92444,             0.86062,             0.90635,              0.4791,            0.033088,           0.0076678,                   0,            0.008713,            0.008713,            0.008713
                  80,            0.031906,           0.0093462,                   0,             0.93502,             0.85494,             0.90527,             0.48388,            0.033292,           0.0076141,                   0,           0.0086965,           0.0086965,           0.0086965
                  81,            0.031038,           0.0092672,                   0,             0.93735,             0.83656,             0.89973,             0.46683,            0.033818,           0.0076678,                   0,             0.00868,             0.00868,             0.00868
                  82,             0.03054,           0.0090104,                   0,             0.91482,             0.83874,             0.89332,             0.47658,            0.034606,           0.0077746,                   0,           0.0086635,           0.0086635,           0.0086635
                  83,            0.032599,           0.0093378,                   0,              0.9252,             0.84199,             0.88994,             0.46822,            0.034095,           0.0078393,                   0,            0.008647,            0.008647,            0.008647
                  84,            0.032054,           0.0093205,                   0,             0.93319,             0.84897,             0.89835,             0.47121,            0.034692,           0.0078023,                   0,           0.0086305,           0.0086305,           0.0086305
                  85,            0.031011,           0.0094742,                   0,             0.93127,             0.83874,             0.89266,             0.46063,            0.034091,           0.0080508,                   0,            0.008614,            0.008614,            0.008614
                  86,            0.030446,           0.0092345,                   0,             0.91473,             0.84326,             0.89169,             0.46523,            0.033577,           0.0077364,                   0,           0.0085975,           0.0085975,           0.0085975
                  87,            0.030767,           0.0090244,                   0,             0.92274,             0.84197,              0.8974,             0.46982,            0.034515,           0.0078822,                   0,            0.008581,            0.008581,            0.008581
                  88,            0.031929,           0.0092134,                   0,             0.93886,             0.83955,             0.89931,             0.47508,            0.033269,           0.0077607,                   0,           0.0085645,           0.0085645,           0.0085645
                  89,            0.030431,           0.0091466,                   0,             0.92076,             0.83808,             0.90191,              0.4721,            0.033888,           0.0077795,                   0,            0.008548,            0.008548,            0.008548
                  90,            0.030741,           0.0091148,                   0,             0.93264,             0.86391,             0.90954,             0.48922,            0.033693,           0.0075746,                   0,           0.0085315,           0.0085315,           0.0085315
                  91,             0.03105,           0.0090346,                   0,             0.91566,             0.84603,             0.89523,             0.47098,            0.033611,           0.0078048,                   0,            0.008515,            0.008515,            0.008515
                  92,            0.029938,           0.0091212,                   0,             0.93423,             0.85179,              0.9044,             0.47618,            0.033426,           0.0078159,                   0,           0.0084985,           0.0084985,           0.0084985
                  93,            0.030908,           0.0091407,                   0,             0.92828,             0.85089,             0.90237,             0.48738,             0.03326,           0.0076472,                   0,            0.008482,            0.008482,            0.008482
                  94,            0.029518,           0.0087126,                   0,             0.91905,             0.84646,              0.8969,             0.45617,            0.034393,           0.0078262,                   0,           0.0084655,           0.0084655,           0.0084655
                  95,            0.029876,           0.0090127,                   0,             0.92416,             0.85251,             0.89633,              0.4825,            0.033408,           0.0076671,                   0,            0.008449,            0.008449,            0.008449
                  96,            0.029086,           0.0088402,                   0,             0.93278,             0.85462,             0.90331,               0.467,            0.034316,           0.0077091,                   0,           0.0084325,           0.0084325,           0.0084325
                  97,            0.029782,           0.0091193,                   0,             0.91923,              0.8393,             0.89506,             0.47919,            0.033744,           0.0077883,                   0,            0.008416,            0.008416,            0.008416
                  98,            0.029235,            0.009003,                   0,             0.93696,              0.8431,             0.89745,             0.47292,              0.0339,           0.0080304,                   0,           0.0083995,           0.0083995,           0.0083995
                  99,             0.02972,           0.0089636,                   0,             0.93074,              0.8363,             0.89255,              0.4764,            0.033157,           0.0076965,                   0,            0.008383,            0.008383,            0.008383
                 100,            0.029084,           0.0089496,                   0,             0.92724,             0.83653,             0.90095,             0.48296,            0.032792,           0.0075316,                   0,           0.0083665,           0.0083665,           0.0083665
                 101,            0.029352,           0.0090321,                   0,             0.92484,             0.85751,             0.90249,             0.48346,             0.03309,            0.007882,                   0,             0.00835,             0.00835,             0.00835
                 102,            0.029748,           0.0088691,                   0,             0.93101,             0.85304,             0.90356,             0.50275,            0.031945,           0.0076476,                   0,           0.0083335,           0.0083335,           0.0083335
                 103,            0.028819,           0.0085305,                   0,             0.93932,             0.85303,             0.90485,             0.48084,            0.032641,           0.0077255,                   0,            0.008317,            0.008317,            0.008317
