epoch,;train/box_loss,;train/obj_loss,;train/cls_loss,;metrics/precision,;metrics/recall,;metrics/mAP_0.5,;metrics/mAP_0.5:0.95,;val/box_loss,;val/obj_loss,;val/cls_loss,;x/lr0,;x/lr1,;x/lr2
466;0.018511,;0.0063802,;0;0.93831,;0.88402,;0.92835,;0.55685,;0.028753,;0.0075155,;0;0.0023275,;0.0023275,;0.0023275
467;0.018688,;0.0064261,;0;0.94241,;0.8824,;0.92823,;0.55721,;0.028771,;0.0075209,;0;0.002311,;0.002311,;0.002311
468;0.018688,;0.0065842,;0;0.9384,;0.8824,;0.92744,;0.55718,;0.028763,;0.0075184,;0;0.0022945,;0.0022945,;0.0022945
469;0.018245,;0.0062032,;0;0.93955,;0.88321,;0.92581,;0.55719,;0.028719,;0.0075122,;0;0.002278,;0.002278,;0.002278
470;0.018504,;0.006323,;0;0.93871,;0.88197,;0.92674,;0.5573,;0.028735,;0.0075151,;0;0.0022615,;0.0022615,;0.0022615
471;0.018222,;0.0062534,;0;0.94311,;0.88078,;0.92537,;0.55812,;0.028671,;0.0075084,;0;0.002245,;0.002245,;0.002245
472;0.018258,;0.0063727,;0;0.94358,;0.88165,;0.92589,;0.55754,;0.028649,;0.0075079,;0;0.0022285,;0.0022285,;0.0022285
473;0.018839,;0.0064063,;0;0.94525,;0.88218,;0.92596,;0.55632,;0.02864,;0.0075132,;0;0.002212,;0.002212,;0.002212
474;0.018227,;0.006261,;0;0.94709,;0.87997,;0.92677,;0.55865,;0.028571,;0.0075069,;0;0.0021955,;0.0021955,;0.0021955
475;0.017825,;0.0061397,;0;0.94703,;0.8845,;0.92933,;0.55818,;0.028554,;0.0075077,;0;0.002179,;0.002179,;0.002179
476;0.018212,;0.0062108,;0;0.94479,;0.8824,;0.92632,;0.55811,;0.028564,;0.0075051,;0;0.0021625,;0.0021625,;0.0021625
477;0.018577,;0.0062653,;0;0.94211,;0.88159,;0.9267,;0.55895,;0.028605,;0.0075114,;0;0.002146,;0.002146,;0.002146
478;0.018441,;0.0063159,;0;0.94178,;0.8824,;0.92904,;0.55859,;0.028591,;0.0075169,;0;0.0021295,;0.0021295,;0.0021295
479;0.018207,;0.0062692,;0;0.94183,;0.88727,;0.93045,;0.55865,;0.02855,;0.0075149,;0;0.002113,;0.002113,;0.002113
480;0.017314,;0.0062205,;0;0.94298,;0.8853,;0.93097,;0.55997,;0.028546,;0.0075135,;0;0.0020965,;0.0020965,;0.0020965
481;0.018245,;0.0062261,;0;0.943,;0.88548,;0.93111,;0.56038,;0.028515,;0.0075112,;0;0.00208,;0.00208,;0.00208
482;0.018146,;0.0062076,;0;0.94221,;0.88593,;0.93004,;0.56158,;0.028492,;0.0075178,;0;0.0020635,;0.0020635,;0.0020635
483;0.017474,;0.0062385,;0;0.94061,;0.88623,;0.93077,;0.56224,;0.028519,;0.0075381,;0;0.002047,;0.002047,;0.002047
484;0.017931,;0.0062554,;0;0.94126,;0.88379,;0.92933,;0.56207,;0.028507,;0.0075399,;0;0.0020305,;0.0020305,;0.0020305
485;0.017533,;0.0062782,;0;0.9389,;0.88492,;0.92945,;0.56193,;0.028426,;0.007538,;0;0.002014,;0.002014,;0.002014
486;0.017767,;0.0062413,;0;0.93823,;0.88646,;0.92987,;0.56467,;0.02837,;0.0075432,;0;0.0019975,;0.0019975,;0.0019975
487;0.017878,;0.0059762,;0;0.94044,;0.88564,;0.9286,;0.56297,;0.02838,;0.0075568,;0;0.001981,;0.001981,;0.001981
488;0.018199,;0.0059603,;0;0.93604,;0.88483,;0.92685,;0.56234,;0.028405,;0.0075632,;0;0.0019645,;0.0019645,;0.0019645
489;0.017595,;0.0062567,;0;0.93953,;0.8824,;0.92684,;0.56329,;0.028377,;0.0075666,;0;0.001948,;0.001948,;0.001948
490;0.017354,;0.0061142,;0;0.9385,;0.88159,;0.92796,;0.56299,;0.028376,;0.0075697,;0;0.0019315,;0.0019315,;0.0019315
491;0.017599,;0.0060822,;0;0.93913,;0.8824,;0.92911,;0.56333,;0.028387,;0.0075778,;0;0.001915,;0.001915,;0.001915
492;0.01772,;0.0062516,;0;0.94064,;0.88483,;0.93187,;0.56339,;0.028344,;0.0075744,;0;0.0018985,;0.0018985,;0.0018985
493;0.018069,;0.006162,;0;0.94051,;0.88468,;0.93133,;0.56416,;0.028288,;0.007568,;0;0.001882,;0.001882,;0.001882
494;0.017483,;0.0061762,;0;0.9427,;0.88321,;0.93173,;0.56449,;0.028278,;0.0075661,;0;0.0018655,;0.0018655,;0.0018655
495;0.01774,;0.006273,;0;0.94368,;0.88336,;0.93176,;0.5638,;0.028315,;0.0075688,;0;0.001849,;0.001849,;0.001849
496;0.017897,;0.0061473,;0;0.94351,;0.88321,;0.93048,;0.56264,;0.028351,;0.0075688,;0;0.0018325,;0.0018325,;0.0018325
497;0.017518,;0.0061506,;0;0.9445,;0.88335,;0.93017,;0.56294,;0.028338,;0.0075724,;0;0.001816,;0.001816,;0.001816
498;0.017587,;0.0061605,;0;0.9444,;0.88483,;0.93172,;0.56343,;0.028344,;0.0075652,;0;0.0017995,;0.0017995,;0.0017995
499;0.017353,;0.0061397,;0;0.94529,;0.88646,;0.93237,;0.56479,;0.028349,;0.0075688,;0;0.001783,;0.001783,;0.001783
500;0.017745,;0.0063272,;0;0.94269,;0.88483,;0.93134,;0.56371,;0.028364,;0.0075789,;0;0.0017665,;0.0017665,;0.0017665
501;0.017551,;0.0061894,;0;0.94285,;0.88313,;0.93039,;0.56203,;0.028395,;0.0075829,;0;0.00175,;0.00175,;0.00175
502;0.01773,;0.0062145,;0;0.94463,;0.88547,;0.93134,;0.56212,;0.028385,;0.0075794,;0;0.0017335,;0.0017335,;0.0017335
503;0.017287,;0.0060971,;0;0.94545,;0.88557,;0.93175,;0.56116,;0.028396,;0.0075899,;0;0.001717,;0.001717,;0.001717
504;0.017349,;0.0061554,;0;0.94372,;0.884,;0.93069,;0.55982,;0.028381,;0.0075974,;0;0.0017005,;0.0017005,;0.0017005
505;0.0173,;0.0060899,;0;0.94444,;0.88646,;0.9306,;0.56069,;0.02841,;0.0076039,;0;0.001684,;0.001684,;0.001684
506;0.017623,;0.0061136,;0;0.94624,;0.88808,;0.93193,;0.56038,;0.028419,;0.0076038,;0;0.0016675,;0.0016675,;0.0016675
507;0.017372,;0.0060003,;0;0.94716,;0.88808,;0.9326,;0.56129,;0.028397,;0.0076036,;0;0.001651,;0.001651,;0.001651
508;0.01758,;0.0060773,;0;0.94752,;0.88808,;0.93395,;0.56232,;0.02836,;0.0076092,;0;0.0016345,;0.0016345,;0.0016345
509;0.017323,;0.0059851,;0;0.94396,;0.88646,;0.93266,;0.56278,;0.028382,;0.0076217,;0;0.001618,;0.001618,;0.001618
510;0.017106,;0.0059107,;0;0.94469,;0.88654,;0.93256,;0.56212,;0.028394,;0.0076274,;0;0.0016015,;0.0016015,;0.0016015
511;0.017238,;0.0062162,;0;0.94302,;0.88596,;0.93143,;0.56219,;0.028385,;0.0076281,;0;0.001585,;0.001585,;0.001585
512;0.017119,;0.0059499,;0;0.94407,;0.88646,;0.93223,;0.56085,;0.028399,;0.0076319,;0;0.0015685,;0.0015685,;0.0015685
513;0.017479,;0.0062258,;0;0.94437,;0.88646,;0.93273,;0.5613,;0.028416,;0.0076328,;0;0.001552,;0.001552,;0.001552
514;0.017272,;0.0060511,;0;0.94551,;0.88662,;0.9321,;0.56067,;0.028431,;0.0076377,;0;0.0015355,;0.0015355,;0.0015355
515;0.017292,;0.0060499,;0;0.94464,;0.88577,;0.93185,;0.56095,;0.028446,;0.0076454,;0;0.001519,;0.001519,;0.001519
516;0.017957,;0.0059718,;0;0.94467,;0.88625,;0.93122,;0.56103,;0.028457,;0.0076509,;0;0.0015025,;0.0015025,;0.0015025
517;0.016857,;0.0060271,;0;0.94469,;0.88727,;0.93095,;0.56236,;0.02844,;0.0076526,;0;0.001486,;0.001486,;0.001486
518;0.016791,;0.0059794,;0;0.94396,;0.88796,;0.93228,;0.56294,;0.028456,;0.00766,;0;0.0014695,;0.0014695,;0.0014695
519;0.017255,;0.005853,;0;0.94514,;0.89051,;0.93196,;0.56353,;0.028467,;0.0076662,;0;0.001453,;0.001453,;0.001453
520;0.017216,;0.0061209,;0;0.94601,;0.89051,;0.93298,;0.56378,;0.028456,;0.0076725,;0;0.0014365,;0.0014365,;0.0014365
521;0.017205,;0.0061102,;0;0.94649,;0.88946,;0.93362,;0.56423,;0.028462,;0.0076783,;0;0.00142,;0.00142,;0.00142
522;0.017123,;0.0057529,;0;0.94524,;0.89132,;0.93459,;0.56337,;0.028458,;0.0076763,;0;0.0014035,;0.0014035,;0.0014035
