               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,            0.029148,           0.0090568,                   0,             0.93516,             0.84347,              0.9015,             0.48259,            0.031987,           0.0076137,                   0,           0.0085645,           0.0085645,           0.0085645
                  89,            0.028997,           0.0090308,                   0,              0.9199,              0.8532,             0.90575,             0.48493,            0.032236,           0.0076007,                   0,            0.008548,            0.008548,            0.008548
                  90,            0.028216,            0.009119,                   0,             0.92277,             0.85158,             0.90576,             0.48968,            0.031938,           0.0075013,                   0,           0.0085315,           0.0085315,           0.0085315
                  91,            0.028862,           0.0089292,                   0,             0.94322,             0.83779,             0.90688,             0.49444,            0.031501,            0.007575,                   0,            0.008515,            0.008515,            0.008515
                  92,            0.028803,           0.0090154,                   0,              0.9186,              0.8459,             0.89662,             0.49091,            0.031919,             0.00759,                   0,           0.0084985,           0.0084985,           0.0084985
                  93,             0.02856,           0.0088971,                   0,             0.92797,              0.8474,             0.90607,             0.49306,            0.031923,           0.0076185,                   0,            0.008482,            0.008482,            0.008482
                  94,            0.028436,           0.0088413,                   0,             0.92417,             0.85158,             0.90932,             0.49622,            0.032064,           0.0075526,                   0,           0.0084655,           0.0084655,           0.0084655
                  95,            0.028169,           0.0089174,                   0,               0.937,             0.84435,             0.90848,             0.49658,            0.032118,           0.0074773,                   0,            0.008449,            0.008449,            0.008449
                  96,            0.028547,           0.0088371,                   0,             0.93685,             0.85425,             0.91075,             0.49497,            0.031677,           0.0075692,                   0,           0.0084325,           0.0084325,           0.0084325
                  97,            0.028344,           0.0090396,                   0,             0.93348,             0.84915,             0.90764,             0.49054,            0.031847,           0.0075405,                   0,            0.008416,            0.008416,            0.008416
                  98,            0.028349,           0.0086999,                   0,              0.9243,             0.85168,             0.90672,             0.49762,            0.031268,           0.0074249,                   0,           0.0083995,           0.0083995,           0.0083995
                  99,            0.028227,           0.0087603,                   0,             0.93209,             0.85483,             0.91066,             0.50223,            0.031204,           0.0073988,                   0,            0.008383,            0.008383,            0.008383
                 100,            0.028551,           0.0088923,                   0,             0.92905,             0.85239,             0.90292,             0.50382,            0.031458,           0.0074981,                   0,           0.0083665,           0.0083665,           0.0083665
                 101,            0.027853,           0.0087825,                   0,             0.93451,             0.85888,             0.91118,             0.50002,            0.030943,           0.0074715,                   0,             0.00835,             0.00835,             0.00835
                 102,            0.028093,           0.0087859,                   0,             0.93006,              0.8532,             0.90794,             0.49613,            0.031471,            0.007582,                   0,           0.0083335,           0.0083335,           0.0083335
                 103,            0.027662,           0.0087634,                   0,             0.94063,             0.83455,             0.90587,             0.49722,            0.031847,           0.0076417,                   0,            0.008317,            0.008317,            0.008317
                 104,            0.027926,           0.0088843,                   0,             0.93035,             0.84984,             0.90561,             0.49958,            0.031424,           0.0075675,                   0,           0.0083005,           0.0083005,           0.0083005
                 105,            0.027978,           0.0088782,                   0,             0.93408,             0.85105,             0.91338,             0.49947,            0.031405,           0.0075424,                   0,            0.008284,            0.008284,            0.008284
                 106,            0.028136,           0.0087446,                   0,             0.94727,             0.84513,              0.9092,               0.507,            0.031464,           0.0074685,                   0,           0.0082675,           0.0082675,           0.0082675
                 107,            0.027552,           0.0086581,                   0,             0.92104,             0.86212,             0.91252,             0.50824,            0.031521,            0.007433,                   0,            0.008251,            0.008251,            0.008251
                 108,            0.027952,            0.008739,                   0,             0.93438,             0.85888,             0.91082,             0.50742,            0.031512,           0.0074599,                   0,           0.0082345,           0.0082345,           0.0082345
                 109,            0.027911,           0.0088663,                   0,             0.94077,             0.85028,             0.91118,             0.50489,            0.031307,           0.0074182,                   0,            0.008218,            0.008218,            0.008218
                 110,            0.028073,           0.0088472,                   0,             0.93837,             0.85271,             0.90721,              0.5032,            0.031646,           0.0074344,                   0,           0.0082015,           0.0082015,           0.0082015
                 111,            0.028107,           0.0086459,                   0,             0.94361,             0.84104,             0.90847,             0.50377,            0.031629,           0.0074547,                   0,            0.008185,            0.008185,            0.008185
                 112,            0.027649,           0.0086732,                   0,             0.93928,             0.83293,             0.90567,             0.50113,            0.031532,           0.0075047,                   0,           0.0081685,           0.0081685,           0.0081685
                 113,            0.027343,           0.0085735,                   0,             0.94132,             0.83847,             0.91071,             0.49895,            0.031538,           0.0075184,                   0,            0.008152,            0.008152,            0.008152
                 114,            0.027921,           0.0087047,                   0,             0.94268,             0.83293,             0.90189,             0.49906,            0.031589,           0.0074928,                   0,           0.0081355,           0.0081355,           0.0081355
                 115,            0.027813,           0.0088547,                   0,             0.94082,             0.83805,             0.90545,              0.4987,             0.03157,           0.0074657,                   0,            0.008119,            0.008119,            0.008119
                 116,            0.027595,           0.0087226,                   0,              0.9486,             0.83604,             0.90838,             0.50463,            0.031553,            0.007407,                   0,           0.0081025,           0.0081025,           0.0081025
                 117,            0.027253,           0.0086014,                   0,             0.92316,             0.85747,             0.90718,             0.50071,            0.031492,            0.007473,                   0,            0.008086,            0.008086,            0.008086
                 118,            0.026937,           0.0086601,                   0,             0.94131,             0.83929,             0.91049,             0.50176,            0.031593,           0.0074786,                   0,           0.0080695,           0.0080695,           0.0080695
                 119,            0.027365,           0.0086248,                   0,             0.91929,             0.85795,             0.90894,             0.50375,            0.031379,           0.0074798,                   0,            0.008053,            0.008053,            0.008053
                 120,            0.027028,           0.0085416,                   0,             0.92008,             0.85146,             0.90417,              0.5021,             0.03118,           0.0075059,                   0,           0.0080365,           0.0080365,           0.0080365
                 121,            0.027113,           0.0085702,                   0,             0.92909,             0.85012,             0.90435,             0.50812,            0.030803,           0.0074148,                   0,             0.00802,             0.00802,             0.00802
                 122,              0.0271,           0.0086809,                   0,             0.93044,             0.84996,             0.90591,             0.50622,            0.031378,           0.0074738,                   0,           0.0080035,           0.0080035,           0.0080035
                 123,            0.027535,           0.0086867,                   0,             0.93248,             0.84142,             0.90538,             0.50782,            0.030778,           0.0074852,                   0,            0.007987,            0.007987,            0.007987
                 124,            0.027256,           0.0086234,                   0,              0.9355,              0.8483,             0.91359,             0.50726,            0.030969,           0.0074962,                   0,           0.0079705,           0.0079705,           0.0079705
                 125,            0.027199,           0.0086463,                   0,             0.92727,             0.84821,             0.90887,             0.51538,            0.030715,           0.0074526,                   0,            0.007954,            0.007954,            0.007954
                 126,            0.027019,           0.0087075,                   0,             0.92938,             0.84185,             0.90721,             0.50606,            0.030693,           0.0074696,                   0,           0.0079375,           0.0079375,           0.0079375
                 127,            0.026962,           0.0085376,                   0,             0.92242,             0.84915,             0.91029,             0.50809,            0.030544,           0.0073617,                   0,            0.007921,            0.007921,            0.007921
                 128,            0.027216,           0.0087259,                   0,             0.91666,             0.85645,             0.90929,             0.51585,             0.03035,           0.0072904,                   0,           0.0079045,           0.0079045,           0.0079045
                 129,            0.027585,           0.0086294,                   0,             0.92665,             0.86212,             0.91319,             0.51682,            0.030194,           0.0072708,                   0,            0.007888,            0.007888,            0.007888
                 130,            0.027104,           0.0085211,                   0,             0.92885,             0.85759,             0.91564,             0.51427,            0.030427,            0.007295,                   0,           0.0078715,           0.0078715,           0.0078715
                 131,            0.026693,           0.0085866,                   0,             0.92554,             0.86445,             0.92151,              0.5174,            0.030471,           0.0073215,                   0,            0.007855,            0.007855,            0.007855
                 132,            0.027184,           0.0084226,                   0,             0.93148,             0.87256,             0.92195,             0.51419,            0.030164,           0.0073045,                   0,           0.0078385,           0.0078385,           0.0078385
                 133,            0.026391,           0.0084072,                   0,             0.93151,             0.87208,             0.91994,             0.51865,            0.030317,           0.0073516,                   0,            0.007822,            0.007822,            0.007822
                 134,             0.02653,           0.0085256,                   0,             0.93642,             0.86515,             0.91953,             0.51524,            0.030191,           0.0073693,                   0,           0.0078055,           0.0078055,           0.0078055
                 135,            0.026277,           0.0083818,                   0,             0.93226,             0.86039,             0.91645,             0.51632,            0.030097,           0.0073815,                   0,            0.007789,            0.007789,            0.007789
                 136,            0.027236,           0.0086013,                   0,             0.92762,              0.8678,             0.91781,             0.51319,            0.030087,           0.0073657,                   0,           0.0077725,           0.0077725,           0.0077725
                 137,            0.026902,           0.0085453,                   0,             0.93211,             0.85745,             0.91426,             0.51258,            0.029995,           0.0073361,                   0,            0.007756,            0.007756,            0.007756
                 138,             0.02696,           0.0082965,                   0,             0.93494,             0.86245,             0.91694,             0.51592,            0.029986,           0.0073154,                   0,           0.0077395,           0.0077395,           0.0077395
                 139,            0.026404,           0.0083378,                   0,             0.93285,              0.8605,              0.9157,             0.51856,            0.029941,           0.0072984,                   0,            0.007723,            0.007723,            0.007723
                 140,            0.026867,           0.0084285,                   0,             0.93405,             0.85483,             0.91596,             0.52013,            0.029853,           0.0073059,                   0,           0.0077065,           0.0077065,           0.0077065
                 141,             0.02607,           0.0084907,                   0,             0.94214,             0.84996,             0.91852,             0.52089,            0.029744,           0.0073195,                   0,             0.00769,             0.00769,             0.00769
                 142,            0.026316,            0.008457,                   0,             0.92651,             0.85564,             0.91581,             0.52029,            0.029988,           0.0073112,                   0,           0.0076735,           0.0076735,           0.0076735
                 143,            0.026435,           0.0082553,                   0,             0.93186,               0.854,             0.91359,             0.51345,            0.030296,           0.0073823,                   0,            0.007657,            0.007657,            0.007657
                 144,            0.026521,           0.0084255,                   0,             0.94088,             0.85195,             0.91377,             0.51759,            0.030274,           0.0073495,                   0,           0.0076405,           0.0076405,           0.0076405
                 145,            0.026082,           0.0084487,                   0,             0.94901,             0.84528,             0.91193,             0.52023,            0.030227,            0.007352,                   0,            0.007624,            0.007624,            0.007624
                 146,            0.026037,           0.0083335,                   0,             0.93512,             0.85333,             0.91088,              0.5221,            0.030354,           0.0073466,                   0,           0.0076075,           0.0076075,           0.0076075
